,0
2010-12-20,-10200.0
2010-12-21,19000.0
2010-12-22,-8800.0
2010-12-23,19400.0
2010-12-24,-3800.0
2010-12-27,4600.0
2010-12-28,-1000.0
2010-12-29,3200.0
2010-12-30,10200.0
2010-12-31,21400.0
2011-01-03,16600.0
2011-01-04,-10400.0
2011-01-05,-31200.0
2011-01-06,-6600.0
2011-01-07,-49600.0
2011-01-10,5800.0
2011-01-11,32600.0
2011-01-12,8000.0
2011-01-13,-4200.0
2011-01-14,2800.0
2011-01-17,-19200.0
2011-01-18,11000.0
2011-01-19,23600.0
2011-01-20,-16000.0
2011-01-21,-19800.0
2011-01-24,4200.0
2011-01-25,7400.0
2011-01-26,14000.0
2011-01-27,-2800.0
2011-01-28,18800.0
2011-02-08,31000.0
2011-02-09,-600.0
2011-02-10,-37600.0
2011-02-11,-63200.0
2011-02-14,-2600.0
2011-02-15,14600.0
2011-02-16,2200.0
2011-02-17,-16800.0
2011-02-18,53600.0
2011-02-21,9200.0
2011-02-22,-48000.0
2011-02-23,-34400.0
2011-02-24,-2000.0
2011-02-25,0.0
2011-03-01,7400.0
2011-03-02,-35600.0
2011-03-03,35400.0
2011-03-04,-2600.0
2011-03-07,-15200.0
2011-03-08,11200.0
2011-03-09,7400.0
2011-03-10,-24000.0
2011-03-11,-7400.0
2011-03-14,22400.0
2011-03-15,-48400.0
2011-03-16,22400.0
2011-03-17,8400.0
2011-03-18,6000.0
2011-03-21,21000.0
2011-03-22,400.0
2011-03-23,21200.0
2011-03-24,5600.0
2011-03-25,2600.0
2011-03-28,-1000.0
2011-03-29,29000.0
2011-03-30,5200.0
2011-03-31,3200.0
2011-04-01,21800.0
2011-04-06,26000.0
2011-04-07,22600.0
2011-04-08,8000.0
2011-04-11,4400.0
2011-04-12,-29600.0
2011-04-13,21600.0
2011-04-14,1000.0
2011-04-15,-32600.0
2011-04-18,8800.0
2011-04-19,-14800.0
2011-04-20,31200.0
2011-04-21,72000.0
2011-04-22,-7000.0
2011-04-25,-600.0
2011-04-26,-2800.0
2011-04-27,31200.0
2011-04-28,-18400.0
2011-04-29,3200.0
2011-05-03,-20400.0
2011-05-04,-9400.0
2011-05-05,28400.0
2011-05-06,-19800.0
2011-05-09,10200.0
2011-05-10,15200.0
2011-05-11,-1800.0
2011-05-12,800.0
2011-05-13,-12000.0
2011-05-16,-19600.0
2011-05-17,2000.0
2011-05-18,9200.0
2011-05-19,-27200.0
2011-05-20,-8200.0
2011-05-23,-14200.0
2011-05-24,-1400.0
2011-05-25,-16000.0
2011-05-26,18800.0
2011-05-27,-4400.0
2011-05-30,-4000.0
2011-05-31,56800.0
2011-06-01,11200.0
2011-06-02,-9000.0
2011-06-03,6600.0
2011-06-07,-6200.0
2011-06-08,-14000.0
2011-06-09,-1000.0
2011-06-10,-51400.0
2011-06-13,-22600.0
2011-06-14,21600.0
2011-06-15,16400.0
2011-06-16,-101800.0
2011-06-17,11400.0
2011-06-20,-21200.0
2011-06-21,10200.0
2011-06-22,-21400.0
2011-06-23,-1400.0
2011-06-24,7800.0
2011-06-27,-14400.0
2011-06-28,-13200.0
2011-06-29,54800.0
2011-06-30,22200.0
2011-07-01,9200.0
2011-07-04,12400.0
2011-07-05,24800.0
2011-07-06,7000.0
2011-07-07,16600.0
2011-07-08,7600.0
2011-07-11,800.0
2011-07-12,-36800.0
2011-07-13,34000.0
2011-07-14,11800.0
2011-07-15,30400.0
2011-07-18,-200.0
2011-07-19,-600.0
2011-07-20,19400.0
2011-07-21,-2200.0
2011-07-22,21600.0
2011-07-25,-22000.0
2011-07-26,20800.0
2011-07-27,600.0
2011-07-28,1800.0
2011-07-29,-15600.0
2011-08-01,-27200.0
2011-08-02,-61200.0
2011-08-03,-16200.0
2011-08-04,-50400.0
2011-08-05,-133800.0
2011-08-08,-66800.0
2011-08-09,18200.0
2011-08-10,18600.0
2011-08-11,3600.0
2011-08-12,-28000.0
2011-08-15,60800.0
2011-08-16,-3800.0
2011-08-17,6200.0
2011-08-18,-62600.0
2011-08-19,-53200.0
2011-08-22,-1400.0
2011-08-23,66000.0
2011-08-24,-39600.0
2011-08-25,-17000.0
2011-08-26,10400.0
2011-08-29,29400.0
2011-08-30,14000.0
2011-08-31,33000.0
2011-09-01,-3400.0
2011-09-02,4400.0
2011-09-05,-67800.0
2011-09-06,-35600.0
2011-09-07,38000.0
2011-09-08,-3200.0
2011-09-09,9600.0
2011-09-13,-62800.0
2011-09-14,-47600.0
2011-09-15,54000.0
2011-09-16,48000.0
2011-09-19,-30600.0
2011-09-20,-3000.0
2011-09-21,8000.0
2011-09-22,-83800.0
2011-09-23,-54600.0
2011-09-26,-44800.0
2011-09-27,68000.0
2011-09-28,-17600.0
2011-09-29,28600.0
2011-09-30,-200.0
2011-10-03,-49800.0
2011-10-04,13400.0
2011-10-05,-22600.0
2011-10-06,58800.0
2011-10-07,44400.0
2011-10-11,45800.0
2011-10-12,-12400.0
2011-10-13,6600.0
2011-10-14,-21400.0
2011-10-17,34200.0
2011-10-18,-32400.0
2011-10-19,4600.0
2011-10-20,-30800.0
2011-10-21,13400.0
2011-10-24,65800.0
2011-10-25,-6600.0
2011-10-26,27200.0
2011-10-27,24600.0
2011-10-28,11600.0
2011-10-31,-26000.0
2011-11-01,23400.0
2011-11-02,-17400.0
2011-11-03,-36600.0
2011-11-04,54600.0
2011-11-07,-4400.0
2011-11-08,-17400.0
2011-11-09,17400.0
2011-11-10,-78600.0
2011-11-11,10000.0
2011-11-14,47400.0
2011-11-15,-11600.0
2011-11-16,-37400.0
2011-11-17,-10600.0
2011-11-18,-56000.0
2011-11-21,-54800.0
2011-11-22,5200.0
2011-11-23,-52600.0
2011-11-24,22000.0
2011-11-25,-23800.0
2011-11-28,35800.0
2011-11-29,14200.0
2011-11-30,-28600.0
2011-12-01,86000.0
2011-12-02,-11600.0
2011-12-05,-2200.0
2011-12-06,-53400.0
2011-12-07,38200.0
2011-12-08,-22600.0
2011-12-09,-18400.0
2011-12-12,19600.0
2011-12-13,-22000.0
2011-12-14,10800.0
2011-12-15,-51800.0
2011-12-16,1800.0
2011-12-19,-32600.0
2011-12-20,6000.0
2011-12-21,65400.0
2011-12-22,2600.0
2011-12-23,34000.0
2011-12-26,2200.0
2011-12-27,-1800.0
2011-12-28,-13000.0
2011-12-29,5600.0
2011-12-30,-10600.0
2012-01-02,-27200.0
2012-01-03,25800.0
2012-01-04,-4600.0
2012-01-05,15800.0
2012-01-06,-5600.0
2012-01-09,3400.0
2012-01-10,34600.0
2012-01-11,2600.0
2012-01-12,-1000.0
2012-01-13,-11200.0
2012-01-16,-10200.0
2012-01-17,34000.0
2012-01-18,-6200.0
2012-01-30,31400.0
2012-01-31,20600.0
2012-02-01,6000.0
2012-02-02,25400.0
2012-02-03,-5400.0
2012-02-04,16600.0
2012-02-06,-2600.0
2012-02-07,7400.0
2012-02-08,39800.0
2012-02-09,1400.0
2012-02-10,-4000.0
2012-02-13,17200.0
2012-02-14,-13400.0
2012-02-15,33200.0
2012-02-16,-15800.0
2012-02-17,12200.0
2012-02-20,22000.0
2012-02-21,-1200.0
2012-02-22,10800.0
2012-02-23,-8200.0
2012-02-24,-8200.0
2012-02-29,46000.0
2012-03-01,11400.0
2012-03-02,2200.0
2012-03-03,-2200.0
2012-03-05,-24800.0
2012-03-06,-24000.0
2012-03-07,-12400.0
2012-03-08,16600.0
2012-03-09,200.0
2012-03-12,-26400.0
2012-03-13,30400.0
2012-03-14,30400.0
2012-03-15,-5000.0
2012-03-16,-18400.0
2012-03-19,-21400.0
2012-03-20,-15600.0
2012-03-21,-9800.0
2012-03-22,27000.0
2012-03-23,400.0
2012-03-26,-38200.0
2012-03-27,12000.0
2012-03-28,-3400.0
2012-03-29,-41000.0
2012-03-30,12400.0
2012-04-02,-7800.0
2012-04-03,-11600.0
2012-04-05,-55800.0
2012-04-06,5800.0
2012-04-09,-25000.0
2012-04-10,20200.0
2012-04-11,-1400.0
2012-04-12,-10400.0
